# 30/12/2021 11:36:47 AM: Prices - EPEX Spot Market Auction - netherlands - Currency: EUR
Delivery day,Hour 1,Hour 2,Hour 3A,Hour 3B,Hour 4,Hour 5,Hour 6,Hour 7,Hour 8,Hour 9,Hour 10,Hour 11,Hour 12,Hour 13,Hour 14,Hour 15,Hour 16,Hour 17,Hour 18,Hour 19,Hour 20,Hour 21,Hour 22,Hour 23,Hour 24,Minimum,Maximum,Middle-Night,Early Morning,Late Morning,Early Afternoon,Rush Hour,Off-Peak 2,Baseload,Peakload,Night,Off-Peak 1,Business,Offpeak,Morning,High Noon,Afternoon,Evening,Sunpeak
25/10/2021,90.91,87.76,90.68,,85.12,88.98,116.34,203.60,215.00,241.92,211.10,170.20,182.85,155.60,169.59,174.02,200.91,216.97,235.00,255.10,262.00,195.00,182.66,195.00,176.48,85.12,262.00,88.62,155.98,201.52,175.03,242.27,187.29,175.12,206.27,93.30,122.30,188.27,143.96,217.91,169.56,206.73,211.04,175.53
24/10/2021,152.75,115.00,94.04,,114.59,93.28,103.62,76.78,85.95,123.40,150.00,99.42,87.72,83.93,88.07,65.49,77.05,124.90,166.36,208.00,326.00,181.70,169.20,170.90,134.90,65.49,326.00,119.10,89.91,115.14,78.64,206.32,164.18,128.88,133.36,112.21,104.50,96.89,124.39,109.03,89.79,108.45,198.45,83.61
23/10/2021,242.93,218.00,200.00,,204.90,186.60,200.00,199.90,176.30,263.00,276.00,196.00,167.00,200.00,140.00,143.59,160.07,180.35,210.99,238.22,256.47,225.81,210.00,172.60,150.65,140.00,276.00,216.46,190.70,225.50,160.92,221.51,189.77,200.81,202.64,208.74,203.58,193.21,198.97,228.80,175.75,173.75,208.96,167.78
22/10/2021,119.95,110.00,83.69,,80.00,82.10,73.05,111.16,195.00,199.90,205.91,150.00,114.00,89.88,119.90,125.00,120.10,160.10,208.52,211.58,266.82,207.05,189.90,200.00,200.10,73.05,266.82,98.41,115.33,167.45,113.72,211.76,199.26,150.99,164.31,91.47,106.87,140.59,137.67,177.99,118.45,153.43,212.58,119.81
21/10/2021,125.00,105.41,34.80,,18.80,29.14,47.74,77.10,153.03,229.90,225.00,166.90,180.10,120.00,110.00,150.00,160.00,157.50,203.50,227.50,272.47,250.00,210.00,217.00,175.90,18.80,272.47,71.00,76.75,200.48,135.00,215.24,213.23,151.95,183.57,60.15,73.88,167.74,120.33,171.26,144.25,167.75,225.48,147.83
20/10/2021,71.92,5.65,4.11,,0.00,0.15,14.07,62.95,132.17,161.00,161.75,109.90,94.42,94.05,99.00,100.50,93.83,94.16,137.31,160.74,202.39,132.94,111.00,105.00,83.60,0.00,202.39,20.42,52.34,131.77,96.85,148.65,108.14,93.03,125.75,15.98,36.38,114.31,60.30,129.47,99.34,106.45,132.61,98.62
19/10/2021,113.47,106.28,102.05,,92.12,97.17,114.97,165.10,215.90,235.92,232.00,214.77,199.63,199.64,188.88,182.00,171.60,172.09,183.27,205.72,239.54,168.29,98.12,93.21,80.50,80.50,239.54,103.48,148.29,220.58,185.53,200.16,110.03,161.34,202.09,104.34,125.88,203.06,120.60,212.23,200.73,177.24,147.56,192.75
18/10/2021,127.53,149.50,115.12,,110.60,118.00,156.82,216.60,258.13,268.32,250.50,216.00,196.67,180.00,166.79,173.74,190.98,205.35,229.97,252.97,262.12,214.00,206.00,181.42,152.12,110.60,268.32,125.69,187.39,232.87,177.88,237.60,188.39,191.64,216.12,129.60,156.54,205.38,167.15,248.39,189.87,200.01,211.44,187.36
17/10/2021,180.10,198.69,187.20,,176.49,119.20,116.54,171.70,139.88,170.87,180.17,170.81,147.28,139.11,119.37,108.85,120.00,133.86,182.50,216.00,238.29,231.17,217.00,181.00,188.00,108.85,238.29,185.62,136.83,167.28,121.83,192.66,204.29,168.09,160.59,163.04,161.23,144.56,175.58,165.66,144.14,136.30,211.91,134.24
16/10/2021,282.59,238.00,199.28,,182.80,151.05,159.68,219.00,195.50,227.28,239.67,200.00,200.00,165.83,114.90,134.80,149.47,141.40,202.52,235.09,253.06,231.94,200.34,216.54,211.08,114.90,282.59,225.67,181.31,216.74,141.25,208.02,214.98,197.99,188.67,202.23,203.49,178.99,207.32,220.36,170.18,157.05,224.68,160.83
15/10/2021,97.06,86.08,80.30,,72.90,76.63,77.26,130.00,202.79,265.00,260.00,246.59,237.00,200.10,163.57,155.00,195.80,209.73,254.88,250.00,305.46,275.00,229.70,232.33,278.80,72.90,305.46,84.09,121.67,252.15,178.62,255.02,253.96,190.92,228.59,81.71,102.88,215.38,153.24,214.45,211.82,203.85,261.88,199.68
14/10/2021,201.31,199.71,184.94,,130.00,135.01,160.00,209.00,235.05,260.00,245.00,222.55,182.00,174.35,164.00,144.55,144.27,151.92,199.13,221.73,256.00,236.96,188.00,180.40,110.00,110.00,260.00,178.99,184.77,227.39,156.79,207.20,178.84,189.00,197.13,168.50,181.88,192.09,180.87,237.26,185.73,159.97,198.85,171.95
13/10/2021,175.20,152.01,140.07,,132.43,135.00,151.45,196.17,229.30,250.59,238.97,211.31,175.00,189.75,168.74,165.42,167.60,189.90,213.96,246.99,287.31,235.00,196.83,172.00,167.70,132.43,287.31,149.93,177.98,218.97,172.88,234.54,192.88,191.20,208.80,147.69,163.95,195.92,173.60,228.76,186.20,184.22,217.64,179.64
12/10/2021,197.59,185.90,164.13,,118.70,103.02,155.00,143.00,209.66,236.21,237.91,220.00,208.94,184.59,151.24,139.95,139.44,149.36,200.00,235.44,248.08,226.74,193.20,189.30,171.10,103.02,248.08,166.58,152.67,225.77,153.81,208.22,195.09,183.69,195.93,154.06,159.63,189.79,171.45,206.70,191.19,157.19,210.64,174.03
11/10/2021,149.14,141.51,123.55,,113.68,118.60,146.16,200.00,252.46,260.02,237.02,213.94,181.00,158.50,140.00,130.00,149.80,145.07,192.13,228.11,240.57,229.24,181.00,190.00,186.00,113.68,260.02,131.97,179.31,223.00,144.58,201.47,196.56,179.48,189.68,132.11,155.64,183.79,169.28,237.38,173.36,154.25,209.15,162.21
10/10/2021,144.94,132.20,122.24,,119.41,118.88,120.88,140.50,163.99,169.11,159.99,146.48,125.88,110.00,89.25,71.10,91.56,124.67,165.29,216.06,240.57,221.70,195.00,179.72,159.16,71.10,240.57,129.70,136.06,150.37,90.48,186.65,188.90,147.02,142.50,126.43,132.88,120.42,151.55,158.40,117.90,113.16,202.04,105.71
09/10/2021,163.59,151.72,149.84,,141.21,140.00,142.29,151.85,186.34,196.14,189.72,168.14,124.00,100.00,83.68,80.10,93.82,137.52,200.00,229.20,248.45,250.00,209.90,213.40,229.90,80.10,250.00,151.59,155.12,169.50,89.40,203.79,225.80,165.87,154.23,148.11,153.36,129.45,177.50,181.01,118.96,127.86,230.14,108.29
08/10/2021,176.61,167.36,164.35,,160.08,162.74,174.12,233.46,269.40,291.42,260.00,230.24,211.32,192.60,169.60,160.50,164.72,192.30,229.94,253.16,269.70,235.67,194.21,181.20,150.00,150.00,291.42,167.10,209.93,248.25,171.86,236.28,190.27,203.95,218.79,167.54,188.52,210.05,189.10,263.57,200.94,186.87,213.99,188.16
07/10/2021,261.00,252.86,250.00,,236.86,241.88,264.31,310.05,356.09,393.10,352.55,300.00,299.92,296.41,287.00,280.02,280.00,298.94,317.80,350.52,442.90,319.03,300.00,298.91,270.70,236.86,442.90,250.18,293.08,336.39,285.86,352.54,297.16,302.54,324.93,251.15,271.63,311.13,280.14,352.95,295.83,294.19,330.34,290.56
06/10/2021,80.99,74.98,70.66,,60.41,60.48,77.19,148.90,220.00,248.03,240.12,212.02,205.50,200.00,193.43,194.20,195.13,214.07,248.49,252.20,290.97,260.00,244.98,220.19,205.70,60.41,290.97,71.76,126.64,226.42,195.69,251.43,232.72,184.11,224.51,70.79,99.20,211.05,143.71,214.26,202.74,212.97,245.67,200.05
05/10/2021,121.65,112.40,100.38,,94.58,94.91,110.96,168.12,217.61,229.05,217.54,204.04,194.92,180.71,162.18,155.00,155.31,159.55,182.90,206.98,217.54,185.92,141.03,119.90,100.03,94.58,229.05,107.25,147.90,211.39,163.30,191.74,136.72,159.72,188.81,105.81,127.58,187.34,130.62,208.08,185.46,163.19,161.90,175.36
04/10/2021,74.20,71.13,70.45,,67.34,67.30,90.20,178.08,217.10,221.99,213.60,196.93,140.00,110.00,104.90,103.93,111.15,140.00,197.06,212.33,230.00,207.20,170.60,159.07,133.10,67.30,230.00,70.78,138.17,193.13,107.50,194.85,167.49,145.32,165.16,73.44,104.48,150.31,125.48,207.69,137.96,138.04,185.38,127.82
03/10/2021,0.01,-0.03,-1.02,,-1.91,-2.02,-1.00,0.02,119.90,167.30,205.74,240.00,239.90,231.97,194.90,150.00,120.00,105.00,115.00,127.59,153.84,164.90,120.08,119.70,108.40,-2.02,240.00,-0.74,29.23,213.24,174.22,125.36,128.27,111.59,170.94,-1.00,14.24,193.73,52.25,123.24,226.69,122.50,132.42,196.13
02/10/2021,115.02,105.32,106.44,,102.27,104.71,112.02,140.00,156.18,164.91,164.92,135.58,124.02,107.72,88.23,90.59,98.04,120.00,124.90,120.00,115.56,92.79,80.46,39.15,15.09,15.09,164.92,107.26,128.23,147.36,96.15,120.12,56.87,109.33,121.21,107.63,117.75,121.75,97.45,156.50,113.89,108.38,77.18,107.36
01/10/2021,90.00,67.07,59.66,,47.94,54.52,64.88,104.90,131.12,142.05,107.95,82.57,79.90,65.29,52.02,89.90,90.21,123.58,158.81,183.27,194.09,199.90,185.00,205.00,217.00,47.94,217.00,66.17,88.86,103.12,74.36,164.94,201.73,116.53,114.14,64.01,77.51,88.74,118.92,121.51,69.95,115.63,197.38,76.65
30/09/2021,100.20,72.03,66.97,,66.21,87.21,125.90,189.42,226.15,236.43,200.10,125.90,119.90,91.67,82.67,83.02,95.12,118.19,176.66,201.03,219.93,195.28,142.00,101.23,88.08,66.21,236.43,76.35,157.17,170.58,88.12,178.95,131.65,133.80,145.89,86.42,116.76,129.35,121.72,213.03,105.04,118.25,157.93,99.71
29/09/2021,120.55,110.83,95.35,,88.53,87.73,104.06,162.68,194.93,204.51,195.28,183.59,168.90,129.41,111.31,108.35,102.01,106.61,127.72,173.23,188.12,181.00,115.80,99.90,88.33,87.73,204.51,103.82,137.35,188.07,112.77,148.92,121.26,135.36,149.92,101.18,120.58,150.42,120.81,189.35,148.30,111.17,141.06,133.93
28/09/2021,107.69,101.98,98.37,,98.10,105.97,119.91,170.52,190.21,195.10,187.94,174.21,154.92,125.37,116.00,132.69,146.80,165.00,180.10,197.69,237.01,195.33,177.13,164.91,139.57,98.10,237.01,101.54,146.65,178.04,130.22,194.95,169.24,153.44,167.74,105.34,124.09,154.13,139.14,185.94,142.63,156.15,185.27,141.67
27/09/2021,133.27,112.03,105.99,,100.00,102.23,113.09,171.78,184.73,190.84,181.00,172.15,154.00,125.10,112.21,111.20,115.24,137.90,163.39,173.10,185.19,169.96,150.00,127.48,101.16,100.00,190.84,112.82,142.96,174.50,115.94,164.90,137.15,141.38,151.78,111.10,127.89,145.22,130.98,182.09,140.87,131.93,151.15,131.65
26/09/2021,145.28,124.95,113.46,,106.11,105.09,104.68,111.96,113.09,117.81,115.34,112.11,106.31,102.98,93.13,90.65,94.79,112.33,137.36,170.80,185.85,179.18,166.52,163.94,143.50,90.65,185.85,122.45,108.71,112.89,95.39,151.59,163.29,125.72,119.96,116.60,115.58,104.14,131.48,114.55,103.63,108.78,168.30,100.00
25/09/2021,154.53,153.07,151.20,,135.59,124.90,150.10,179.97,169.90,177.80,189.50,171.01,137.80,111.58,104.00,105.59,114.37,125.99,166.10,181.00,214.00,188.17,169.90,164.91,158.30,104.00,214.00,148.60,156.22,169.03,108.89,171.77,170.32,154.14,149.90,144.90,152.41,138.96,158.38,179.29,131.10,128.01,179.38,124.06
24/09/2021,170.81,170.29,188.39,,151.00,125.00,109.90,150.10,186.85,199.10,217.00,166.90,124.90,104.58,95.65,87.42,94.11,120.00,159.90,166.30,182.60,213.60,199.90,199.70,185.90,87.42,217.00,170.12,142.96,176.98,95.44,157.20,199.78,157.08,143.21,152.57,156.54,136.21,170.95,188.26,123.01,115.36,191.33,112.26
23/09/2021,143.26,102.93,84.23,,75.32,70.06,78.91,120.02,179.70,200.06,162.73,124.40,79.90,78.00,79.90,78.00,100.00,110.00,160.00,165.94,233.20,194.90,184.00,176.37,166.17,70.06,233.20,101.44,112.17,141.77,83.98,167.29,180.36,131.17,131.01,92.45,106.80,112.87,131.32,165.63,90.55,112.00,186.76,90.03
22/09/2021,196.05,104.78,99.64,,94.60,100.04,119.09,181.00,203.90,217.90,185.26,170.15,159.93,151.00,139.69,132.32,132.33,139.97,165.90,183.79,205.55,248.28,157.65,163.97,143.69,94.60,248.28,123.77,151.01,183.31,138.84,173.80,178.40,158.19,165.32,119.03,137.39,161.07,151.06,197.02,155.19,142.63,183.82,147.57
21/09/2021,130.12,128.01,121.34,,114.94,119.04,132.98,172.34,190.85,190.00,176.92,160.10,151.80,145.06,132.50,129.71,128.53,132.50,165.21,177.48,191.34,182.87,163.08,141.30,131.18,114.94,191.34,123.60,153.80,169.71,133.95,166.63,154.61,150.38,156.76,124.41,138.70,151.83,144.00,182.53,147.37,138.99,164.54,141.28
20/09/2021,160.80,150.00,129.90,,144.00,135.13,118.20,161.33,179.52,188.64,180.00,172.67,164.00,155.00,149.76,128.60,150.16,162.58,172.33,179.98,209.40,185.80,171.15,154.53,133.48,118.20,209.40,146.18,148.55,176.33,145.88,181.07,161.24,159.87,167.76,139.67,147.36,161.10,151.99,177.37,160.36,153.42,172.39,153.37
19/09/2021,112.08,95.00,85.67,,82.04,77.64,76.60,81.68,82.47,88.00,88.25,80.17,80.65,84.90,79.12,74.16,78.10,83.75,130.00,154.36,167.69,170.63,169.90,170.50,151.47,74.16,170.63,93.70,79.60,84.27,79.07,133.95,165.63,106.03,99.10,88.17,86.65,81.67,112.97,85.10,81.21,91.50,164.09,79.52
18/09/2021,149.59,130.64,125.43,,120.62,115.02,117.01,127.06,149.09,162.50,155.09,132.88,125.77,121.65,113.86,112.77,117.98,125.94,136.81,177.12,179.91,178.97,151.32,156.90,184.90,112.77,184.90,131.57,127.05,144.06,116.57,154.95,168.02,140.37,138.52,126.39,129.31,130.31,142.21,148.44,123.54,123.38,171.52,120.82
17/09/2021,180.00,144.50,146.00,,131.33,125.92,134.87,169.27,181.97,188.17,182.86,175.33,167.13,160.30,140.66,140.66,140.66,140.66,165.53,186.60,192.33,185.20,179.04,171.27,153.92,125.92,192.33,150.46,153.01,178.37,145.57,171.28,172.36,161.84,165.07,143.77,151.73,161.97,158.61,180.57,160.86,146.88,178.06,154.12
16/09/2021,131.45,129.40,123.73,,117.92,115.19,135.03,169.72,194.00,197.81,193.91,186.68,179.08,160.00,145.06,136.52,150.00,134.23,178.71,188.11,197.59,198.02,179.78,170.42,138.10,115.19,198.02,125.63,153.49,189.37,147.90,174.66,171.58,160.44,170.64,125.45,139.56,168.63,150.23,188.86,167.71,149.87,178.67,159.56
15/09/2021,135.08,133.40,128.95,,123.10,128.01,137.01,166.94,180.72,192.11,191.32,187.42,180.80,180.00,175.74,175.76,179.09,179.50,190.47,194.02,196.58,190.00,176.78,162.98,153.02,123.10,196.58,130.13,153.17,187.91,177.65,190.14,170.70,168.28,185.23,130.93,141.65,182.78,151.33,182.77,180.99,181.21,178.90,179.80
14/09/2021,122.23,121.59,113.83,,107.84,110.03,122.03,154.19,167.56,174.29,162.90,152.15,124.01,121.06,117.27,125.43,151.16,158.72,172.00,200.00,200.00,176.48,155.40,144.65,130.60,107.84,200.00,116.37,138.45,153.34,128.73,182.68,151.78,145.23,154.92,116.26,127.41,141.03,135.54,164.74,128.62,151.83,167.86,131.85
13/09/2021,113.01,108.20,103.92,,103.79,104.85,110.01,152.08,164.81,175.87,157.00,147.93,140.06,118.84,116.90,119.00,141.63,150.93,159.09,184.61,203.32,198.22,160.91,147.15,131.18,103.79,203.32,107.23,132.94,155.22,124.09,174.49,159.37,142.22,151.27,107.30,120.08,139.65,133.18,162.44,130.93,142.66,170.90,130.73
12/09/2021,208.50,170.00,115.10,,115.10,97.57,97.64,161.00,101.34,106.41,107.17,101.92,100.83,94.57,81.07,69.68,91.30,132.00,167.91,136.37,150.00,173.90,162.14,129.07,149.90,69.68,208.50,152.18,114.39,104.08,84.16,146.57,153.75,125.85,111.60,133.99,133.28,94.12,140.11,118.98,94.60,115.22,150.23,89.90
11/09/2021,140.16,129.77,115.96,,109.82,110.02,111.21,130.06,136.12,143.46,145.03,141.32,133.68,122.02,111.59,109.70,109.66,112.36,129.20,146.98,155.09,153.90,145.03,138.68,121.08,109.66,155.09,123.93,121.85,140.87,113.24,135.91,139.67,129.25,130.01,119.49,122.89,127.06,128.48,138.67,127.15,115.23,143.46,121.33
10/09/2021,119.01,114.43,113.88,,111.67,113.82,117.58,145.45,158.07,163.38,156.66,149.22,144.22,140.00,128.00,120.52,130.61,140.09,155.51,160.87,160.29,159.31,148.64,141.52,132.66,111.67,163.38,114.75,133.73,153.37,129.78,154.19,145.53,138.56,145.78,115.07,124.24,141.58,131.34,155.89,140.36,136.68,150.55,135.43
09/09/2021,107.73,107.72,105.03,,101.88,103.16,109.02,138.38,148.05,149.43,144.99,135.00,109.30,110.06,111.32,113.30,123.83,137.00,147.84,163.41,180.00,187.18,148.00,139.86,124.11,101.88,187.18,105.59,124.65,134.68,114.63,157.06,149.79,131.07,135.46,105.76,115.12,124.65,126.68,145.21,116.42,130.49,157.09,117.14
08/09/2021,115.00,110.00,106.62,,104.80,114.80,117.16,146.98,152.80,150.51,138.00,124.17,109.46,106.03,103.01,103.93,109.08,117.52,136.03,150.09,169.83,152.36,137.11,125.01,110.54,103.01,169.83,109.11,132.94,130.54,105.51,143.37,131.26,125.45,126.47,111.40,121.02,118.02,124.43,147.07,110.67,116.64,140.82,109.28
07/09/2021,110.72,112.00,108.52,,108.62,109.00,111.75,145.38,165.00,174.02,142.50,134.51,120.00,108.11,108.72,108.28,107.98,113.07,135.83,145.90,180.00,165.41,141.32,126.50,109.10,107.98,180.00,109.97,132.78,142.76,108.27,143.70,135.58,128.84,131.58,110.10,121.37,125.52,126.11,156.73,117.84,116.29,144.71,114.60
06/09/2021,105.32,104.79,101.85,,97.97,100.00,110.00,135.97,179.27,168.82,139.26,128.04,110.70,105.57,105.42,105.49,115.08,128.67,137.73,150.28,194.30,185.40,149.90,132.66,110.79,97.97,194.30,102.48,131.31,136.71,107.89,152.75,144.69,129.30,132.45,103.32,116.90,122.30,126.16,155.83,112.43,121.74,153.89,111.72
05/09/2021,116.06,100.37,95.35,,92.54,92.04,92.56,93.81,92.88,93.44,92.04,88.68,84.01,81.47,65.66,60.06,69.09,84.90,95.18,127.45,138.69,139.07,149.90,149.90,120.00,60.06,149.90,101.08,92.82,89.54,69.07,111.56,139.72,100.63,90.06,98.15,96.95,79.31,111.21,93.04,79.96,77.31,137.50,74.83
04/09/2021,114.15,105.98,98.05,,95.71,95.66,96.20,103.80,120.98,122.00,115.99,95.66,89.47,89.51,87.06,84.16,86.46,89.27,107.54,127.33,142.55,142.40,127.92,124.60,110.00,84.16,142.55,103.47,104.16,105.78,86.80,116.67,126.23,107.19,103.08,100.96,103.82,96.29,111.29,115.69,90.43,91.86,129.13,88.72
03/09/2021,101.00,100.60,98.59,,99.60,99.04,99.56,129.28,148.10,150.00,124.00,112.00,96.06,80.10,88.48,80.57,89.59,92.32,119.01,131.57,143.93,143.38,129.94,120.96,117.86,80.10,150.00,99.95,119.00,120.52,84.69,121.71,128.04,112.31,108.97,99.73,109.47,102.60,115.66,137.85,94.16,95.37,131.27,91.13
02/09/2021,101.41,106.45,104.00,,105.40,113.93,114.38,143.63,164.91,151.98,149.90,118.92,113.00,107.84,100.99,97.97,105.05,112.44,122.66,138.00,173.03,169.33,130.43,118.69,113.25,97.97,173.03,104.32,134.21,133.45,102.96,136.53,132.93,124.07,124.32,107.60,119.26,118.21,123.82,152.61,110.19,109.53,140.46,107.30
01/09/2021,94.78,94.21,97.32,,100.18,106.23,104.70,133.00,138.67,142.94,139.51,116.99,109.75,103.88,98.00,94.98,95.06,97.84,117.97,136.88,151.54,151.19,128.56,114.39,102.73,94.21,151.54,96.62,120.65,127.30,97.98,126.06,124.22,115.47,117.11,99.57,108.64,112.64,113.83,138.53,107.16,101.46,130.88,103.11
31/08/2021,94.87,90.02,87.54,,88.94,93.42,94.40,115.00,139.64,137.02,135.84,125.13,116.19,113.61,104.66,97.20,95.24,95.51,110.45,123.81,134.07,134.90,128.44,106.30,99.10,87.54,139.64,90.34,110.62,128.55,102.68,115.96,117.19,110.89,115.73,91.53,100.48,115.61,106.05,131.88,114.90,99.60,121.10,108.67
30/08/2021,79.70,79.90,76.57,,72.80,76.38,79.64,110.17,126.00,131.92,132.92,128.53,126.10,122.00,112.60,104.94,101.00,100.99,109.58,116.74,128.48,130.04,139.91,122.04,120.10,72.80,139.91,77.24,98.05,129.87,110.14,113.95,128.02,109.54,117.98,77.50,87.65,120.00,101.10,125.25,122.31,104.13,126.22,115.86
29/08/2021,78.06,73.57,70.54,,68.75,66.39,66.90,73.20,73.35,77.04,80.72,80.65,85.00,82.84,78.24,74.91,73.83,70.00,88.75,93.55,101.06,101.66,98.37,91.65,86.57,66.39,101.66,72.73,69.96,80.85,77.46,88.34,94.56,80.65,82.22,70.70,71.35,79.15,79.08,76.08,81.68,76.87,95.48,79.25
28/08/2021,88.75,81.31,77.70,,79.77,77.30,76.62,78.03,85.00,90.01,91.55,87.65,85.76,81.01,75.27,68.37,68.22,70.90,81.00,91.34,99.85,101.32,96.09,94.08,84.44,68.22,101.32,81.88,79.24,88.74,73.22,85.77,93.98,83.81,82.58,80.24,80.56,80.98,85.03,86.15,82.42,72.12,94.52,77.71
27/08/2021,87.12,80.72,79.74,,78.48,78.09,83.98,101.63,113.00,117.19,108.97,104.82,102.54,99.59,91.90,84.31,82.32,84.80,96.60,104.80,113.74,113.07,104.80,99.90,95.98,78.09,117.19,81.52,94.18,108.38,89.53,99.99,103.44,96.17,99.30,81.36,87.85,98.96,93.04,110.20,99.71,87.01,105.38,94.25
26/08/2021,86.66,71.05,70.98,,69.95,71.95,78.10,96.07,112.00,124.65,113.35,104.23,102.35,100.15,91.62,85.56,82.22,79.85,91.21,100.91,107.63,109.00,102.91,99.90,99.90,69.95,124.65,74.66,89.53,111.15,89.89,94.90,102.93,93.84,98.64,74.78,82.10,100.52,89.04,111.52,99.59,84.71,103.38,94.36
25/08/2021,82.89,81.70,81.03,,77.16,77.75,86.17,101.31,111.61,106.94,95.12,84.46,81.73,74.90,74.90,76.11,76.32,83.00,100.10,125.00,153.78,150.10,136.14,124.88,100.00,74.90,153.78,80.70,94.21,92.06,75.56,115.47,127.78,97.63,94.36,81.12,87.45,83.81,100.90,103.75,79.00,83.88,131.65,78.07
24/08/2021,80.75,78.68,77.41,,79.21,80.77,85.01,100.20,119.00,127.05,106.97,101.00,96.00,88.00,81.72,77.80,76.98,79.43,99.00,109.52,122.50,123.98,107.47,100.00,89.59,76.98,127.05,79.01,96.25,107.76,81.13,102.61,105.26,95.34,97.16,80.31,87.63,94.44,93.51,113.31,91.68,83.30,108.84,86.92
23/08/2021,76.15,75.93,75.70,,73.52,75.85,78.44,94.39,111.29,115.94,114.18,106.98,103.47,99.44,94.00,85.69,83.95,83.95,94.96,105.00,114.18,110.99,102.08,93.92,83.10,73.52,115.94,75.33,89.99,110.14,90.77,99.52,97.52,93.88,100.15,75.93,82.66,100.46,87.61,108.95,100.97,87.14,101.55,95.59
22/08/2021,84.91,78.90,75.00,,72.18,70.05,67.34,67.90,70.37,74.47,76.84,76.16,77.31,76.44,75.41,79.00,74.80,79.00,79.74,88.02,95.00,97.96,95.48,90.10,81.95,67.34,97.96,77.75,68.92,76.20,76.41,85.44,91.37,79.35,79.35,74.73,73.33,76.30,79.35,72.40,76.33,78.14,91.42,76.52
21/08/2021,102.51,95.20,88.52,,83.31,81.41,82.17,90.20,93.11,96.43,92.40,81.95,79.11,78.79,77.06,76.59,78.06,79.99,95.27,107.92,112.08,112.17,108.00,106.00,96.86,76.59,112.17,92.39,86.72,87.47,77.63,98.82,105.76,91.46,87.97,88.85,89.55,82.55,94.96,93.04,79.23,82.48,107.17,78.59
20/08/2021,95.00,86.22,83.73,,83.20,83.96,88.70,103.11,119.00,124.74,114.00,106.99,105.00,99.11,90.00,85.18,84.81,90.01,103.31,113.27,125.22,126.14,124.93,110.69,106.00,83.20,126.14,87.04,98.69,112.68,89.78,107.95,116.94,102.18,103.47,86.80,92.87,101.23,100.89,115.21,100.28,90.83,117.71,95.18
19/08/2021,81.50,96.56,66.70,,70.10,70.10,74.00,83.90,114.90,138.62,150.01,137.51,137.00,124.90,95.00,100.00,96.57,91.93,100.51,114.94,126.78,128.12,119.61,110.07,100.00,66.70,150.01,78.72,85.73,140.79,104.12,108.54,114.45,105.39,117.81,76.49,82.22,122.45,92.96,121.86,123.60,97.25,116.59,115.16
18/08/2021,61.65,67.88,65.78,,66.31,68.31,69.90,100.90,102.00,98.10,96.52,97.20,95.92,94.78,79.90,78.51,83.20,71.27,75.04,89.90,101.60,106.39,112.97,100.60,90.90,61.65,112.97,65.41,85.28,96.94,84.10,84.45,102.72,86.48,88.50,66.64,75.34,90.52,84.47,99.38,91.95,77.01,100.39,88.25
17/08/2021,61.11,63.25,51.62,,39.99,35.11,53.26,67.48,79.90,98.50,99.90,94.00,99.90,90.67,80.10,72.30,79.90,99.00,150.00,141.00,119.90,134.97,139.90,116.62,101.30,35.11,150.00,53.99,58.94,98.08,80.74,127.48,123.20,90.40,102.10,50.72,56.47,89.41,78.71,86.45,91.17,100.30,125.62,86.15
16/08/2021,66.93,58.70,55.06,,51.58,51.68,60.07,83.74,94.50,96.40,80.00,76.00,72.84,67.00,65.53,64.82,63.73,64.10,70.16,71.58,78.13,79.12,89.20,94.90,99.80,51.58,99.80,58.07,72.50,81.31,65.27,70.99,90.76,73.15,72.52,57.34,65.28,73.29,73.77,88.66,70.34,65.70,85.46,68.32
15/08/2021,73.70,69.88,64.92,,62.43,59.72,59.98,59.01,56.73,57.48,53.54,53.67,53.05,52.95,30.06,12.50,20.41,51.32,64.94,84.61,91.99,101.94,93.26,86.77,76.95,12.50,101.94,67.73,58.86,54.44,28.98,73.22,89.73,62.16,52.21,65.11,63.30,41.71,72.11,56.69,47.43,37.29,89.25,37.11
14/08/2021,78.02,75.66,71.55,,69.45,69.06,69.20,69.70,73.51,75.02,73.86,63.26,58.08,60.37,40.09,5.68,10.10,50.69,78.90,87.97,116.84,141.30,144.83,122.55,80.10,5.68,144.83,73.67,70.37,67.56,29.06,83.60,122.20,74.41,60.07,72.16,72.02,48.31,88.74,73.02,55.45,36.34,115.60,39.60
13/08/2021,94.87,85.37,81.01,,79.96,81.30,85.26,113.00,124.00,121.93,109.66,99.98,88.02,83.75,74.05,72.04,71.86,72.58,86.13,104.91,117.48,115.68,115.77,106.91,92.19,71.86,124.00,85.30,100.89,104.90,75.43,95.28,107.64,94.90,91.87,84.63,93.10,90.16,97.94,117.15,86.45,75.65,108.82,81.62
12/08/2021,96.67,91.70,90.05,,87.00,84.64,87.02,106.92,120.00,120.77,109.00,102.72,98.06,95.00,91.94,92.99,94.95,100.91,111.40,126.79,145.00,144.00,133.75,119.00,107.12,84.64,145.00,91.36,99.65,107.64,93.72,121.03,125.97,106.56,107.46,89.51,95.50,100.68,105.66,114.17,96.93,100.06,129.28,95.94
