# 30/12/2021 11:36:47 AM: Prices - EPEX Spot Market Auction - netherlands - Currency: EUR
Delivery day,Hour 1,Hour 2,Hour 3A,Hour 3B,Hour 4,Hour 5,Hour 6,Hour 7,Hour 8,Hour 9,Hour 10,Hour 11,Hour 12,Hour 13,Hour 14,Hour 15,Hour 16,Hour 17,Hour 18,Hour 19,Hour 20,Hour 21,Hour 22,Hour 23,Hour 24,Minimum,Maximum,Middle-Night,Early Morning,Late Morning,Early Afternoon,Rush Hour,Off-Peak 2,Baseload,Peakload,Night,Off-Peak 1,Business,Offpeak,Morning,High Noon,Afternoon,Evening,Sunpeak
11/08/2021,91.07,85.10,83.93,,82.10,82.32,88.51,107.92,134.00,121.61,108.98,92.97,88.63,84.60,82.21,80.29,82.96,88.05,104.47,115.00,127.77,139.87,125.01,117.00,103.00,80.29,139.87,85.55,103.19,103.05,82.52,108.82,121.22,100.72,98.13,85.51,94.37,92.78,103.32,118.13,87.10,88.94,121.28,85.28
10/08/2021,73.65,70.96,67.29,,65.06,67.24,69.56,85.96,105.23,115.00,106.35,97.28,88.12,84.60,79.91,74.07,75.49,80.35,89.51,104.54,116.29,137.17,120.00,111.60,92.25,65.06,137.17,69.24,82.00,101.69,78.52,97.67,115.26,90.73,92.63,68.96,75.62,90.10,88.83,103.14,87.48,79.86,113.64,83.25
09/08/2021,44.04,39.20,38.27,,31.92,34.77,50.61,72.10,82.39,86.90,79.13,65.69,64.33,62.42,61.22,61.42,54.97,56.95,74.96,91.37,102.91,107.61,103.00,96.34,83.65,31.92,107.61,38.36,59.97,74.01,60.01,81.55,97.65,68.59,71.86,39.80,49.16,67.01,65.33,80.13,63.42,62.08,97.48,61.68
08/08/2021,16.66,1.34,0.67,,0.84,0.66,0.08,0.00,0.09,-0.17,-4.37,-14.00,-8.40,-10.00,-43.30,-63.03,-21.39,-5.80,0.00,40.74,60.10,68.05,65.90,63.73,56.58,-63.03,68.05,4.88,0.21,-6.74,-34.43,23.76,63.57,8.54,-5.80,3.38,2.54,-20.58,22.88,-1.11,-18.93,-22.56,59.18,-26.69
07/08/2021,64.53,59.03,57.78,,55.38,55.29,57.86,57.45,62.89,62.50,59.90,56.14,53.70,53.53,51.85,52.40,58.13,63.36,62.91,68.52,78.20,75.10,69.00,64.19,58.02,51.85,78.20,59.18,58.37,58.06,53.98,68.25,66.58,60.74,60.10,58.31,58.78,56.02,61.38,60.69,53.81,59.20,68.84,54.29
06/08/2021,56.43,55.41,54.25,,56.59,57.48,57.09,75.48,78.40,84.94,86.00,68.00,68.00,64.90,61.11,74.00,58.38,59.66,65.10,76.58,83.28,83.91,80.98,79.24,72.29,54.25,86.00,55.67,67.11,76.74,64.60,71.16,79.11,69.06,70.83,56.21,61.39,70.67,67.30,81.21,65.50,64.29,79.38,65.73
05/08/2021,85.53,80.99,78.15,,77.80,78.65,82.92,99.34,127.28,126.20,114.63,108.14,101.00,99.00,88.79,82.99,80.59,79.08,88.33,107.48,112.62,116.00,96.99,83.00,70.60,70.60,127.28,80.62,97.05,112.49,87.84,96.88,91.65,94.42,99.07,80.67,88.83,100.17,89.77,116.86,99.23,82.75,97.78,93.42
04/08/2021,86.10,80.23,77.02,,78.31,83.29,86.32,96.25,108.23,121.74,114.68,110.77,101.98,98.44,95.91,90.83,90.02,88.91,95.97,106.77,128.94,126.83,111.35,99.22,90.03,77.02,128.94,80.42,93.52,112.29,93.80,105.15,106.86,98.67,103.75,81.88,86.97,103.05,93.60,110.23,101.78,91.43,110.52,97.99
03/08/2021,85.42,78.59,77.79,,75.03,77.71,78.94,100.82,131.17,118.52,104.06,96.23,95.21,94.79,88.96,85.48,85.42,87.93,97.54,112.30,116.97,117.76,110.00,104.90,90.82,75.03,131.17,79.21,97.16,103.51,88.66,103.69,105.87,96.35,98.62,78.91,88.18,96.08,94.08,113.64,93.80,89.09,108.79,91.02
02/08/2021,63.00,71.04,77.23,,71.00,59.90,74.80,82.18,89.92,97.47,109.40,87.30,79.95,84.70,70.08,70.97,68.67,69.97,84.70,95.60,108.41,142.76,141.11,104.97,92.91,59.90,142.76,70.57,76.70,93.53,73.61,89.67,120.44,87.42,85.60,69.50,73.63,83.57,89.24,94.74,80.51,73.58,114.29,76.95
01/08/2021,73.99,82.38,81.46,,59.90,56.00,48.99,53.33,56.96,57.97,84.00,84.00,97.00,70.00,81.47,80.60,94.00,81.44,72.77,69.90,84.90,85.90,121.95,156.30,127.27,48.99,156.30,74.43,53.82,80.74,81.52,77.25,122.86,81.77,79.84,67.12,64.13,81.13,83.70,63.07,83.12,82.20,107.70,84.51
31/07/2021,65.61,45.75,36.01,,34.22,30.99,29.81,36.99,36.82,36.21,36.03,40.12,39.90,40.00,19.90,14.61,36.13,33.31,48.46,51.89,75.00,88.00,70.91,115.00,99.90,14.61,115.00,45.40,33.65,38.07,27.66,52.17,93.45,48.40,39.30,40.40,39.53,32.86,57.50,36.51,34.98,33.13,83.45,31.78
30/07/2021,62.13,60.60,86.10,,90.00,100.46,85.50,116.20,137.00,128.00,140.00,123.00,70.00,63.00,68.00,75.00,91.97,92.61,110.90,89.00,100.50,140.10,107.51,84.57,69.62,60.60,140.10,74.71,109.79,115.25,74.49,98.25,100.45,95.49,96.00,80.80,92.25,94.87,94.98,130.30,81.00,92.62,98.55,81.83
29/07/2021,55.58,50.07,44.79,,39.86,40.32,49.25,56.53,68.70,65.64,48.59,9.83,0.07,0.00,-4.95,-8.86,-1.09,0.09,44.69,74.98,91.35,94.26,95.98,92.95,82.95,-8.86,95.98,47.58,53.70,31.03,-3.73,52.78,91.54,45.48,26.70,46.65,50.64,13.65,64.27,59.87,1.24,8.71,88.75,-0.83
28/07/2021,82.59,75.41,70.96,,72.68,70.51,74.89,95.12,110.52,111.81,94.95,85.08,79.76,67.69,60.79,59.10,58.22,60.50,72.96,81.29,90.90,95.11,88.26,83.02,71.49,58.22,111.81,75.41,87.76,92.90,61.45,76.41,84.47,79.73,76.92,74.51,81.59,77.18,82.55,103.10,73.33,62.70,85.01,68.44
27/07/2021,80.08,75.30,72.55,,72.58,71.02,75.56,91.15,99.89,100.98,89.27,84.08,83.67,83.00,79.43,78.00,79.80,82.86,92.32,100.98,110.95,107.14,104.11,93.99,81.42,71.02,110.95,75.13,84.41,89.50,80.06,96.78,96.67,87.09,88.78,74.52,79.77,84.78,85.40,95.32,82.55,83.25,99.77,81.33
26/07/2021,109.90,79.60,76.00,,76.00,78.20,78.30,91.60,100.65,102.00,99.06,91.68,89.98,86.83,82.40,81.99,83.43,83.41,91.73,103.41,108.83,108.96,104.82,95.00,83.94,76.00,109.90,85.38,87.19,95.68,83.66,96.85,98.18,91.16,92.06,83.00,86.28,89.67,90.25,98.33,87.72,85.14,100.83,86.05
25/07/2021,83.10,79.70,56.64,,49.06,49.09,49.10,49.08,49.15,53.58,52.41,49.23,50.30,49.90,48.56,46.74,51.71,59.71,68.60,80.40,87.77,91.46,91.85,91.86,85.93,46.74,91.86,67.13,49.11,51.38,49.23,74.12,90.28,63.54,58.24,61.12,58.12,50.30,68.84,51.06,49.50,56.69,88.21,49.41
24/07/2021,85.00,80.42,76.30,,71.30,70.10,69.29,71.30,75.86,78.30,78.81,75.53,72.03,70.30,64.04,63.10,65.01,68.91,77.72,85.07,90.21,90.04,87.00,111.71,130.00,63.10,130.00,78.26,71.64,76.17,65.61,80.48,104.69,79.47,74.09,75.40,74.95,70.89,84.86,76.07,70.48,68.69,99.01,68.34
23/07/2021,86.03,80.10,76.49,,75.10,76.38,82.21,93.79,105.63,106.91,98.06,93.01,89.95,88.09,79.19,73.66,75.01,75.80,85.45,93.51,103.37,105.94,99.72,95.15,89.92,73.66,106.91,79.43,89.50,96.98,78.99,89.53,97.68,88.69,88.50,79.39,84.47,87.99,88.87,101.10,87.56,77.48,97.94,83.15
22/07/2021,83.01,77.36,75.99,,75.01,74.12,78.10,95.06,103.77,105.25,96.92,88.08,85.37,81.32,78.59,74.78,74.00,79.92,87.98,95.96,102.00,105.00,102.03,97.06,83.94,74.00,105.25,77.84,87.76,93.91,77.17,91.47,97.01,87.53,87.51,77.27,82.80,85.54,87.54,100.25,83.34,79.17,97.67,80.36
21/07/2021,82.01,78.18,76.15,,76.50,76.30,80.00,93.26,106.56,108.45,95.91,87.07,75.41,74.50,73.05,73.14,75.44,80.80,90.73,101.78,112.57,111.31,110.00,104.59,95.50,73.05,112.57,78.21,89.03,91.71,74.03,96.47,105.35,89.13,87.40,78.19,83.62,82.87,90.86,101.05,77.51,80.03,105.96,76.44
20/07/2021,85.70,81.31,79.70,,77.38,77.93,80.90,98.58,114.43,111.36,102.11,93.01,88.92,85.00,78.30,75.87,78.45,80.30,86.52,98.34,106.00,112.22,109.97,106.00,91.00,75.87,114.43,81.02,92.96,98.85,79.41,92.79,104.80,91.64,90.35,80.49,86.99,89.13,92.93,106.62,86.31,80.29,103.92,83.26
19/07/2021,125.90,75.90,75.90,,75.90,67.00,73.48,94.99,99.94,105.05,98.99,95.00,93.10,89.36,77.40,75.30,77.30,85.11,93.70,100.00,109.83,113.77,109.87,103.86,97.78,67.00,125.90,88.40,83.85,98.04,79.84,97.16,106.32,92.27,91.68,82.35,86.13,88.94,92.86,99.74,88.72,82.85,105.85,84.58
18/07/2021,74.90,55.75,50.86,,50.22,45.54,46.38,50.88,53.22,54.82,46.57,35.33,25.78,19.56,0.10,-1.04,-5.00,0.01,22.50,58.02,74.62,100.10,105.21,94.19,91.13,-5.00,105.21,57.93,49.01,40.63,3.41,38.79,97.66,47.90,27.61,53.94,53.47,22.02,68.20,51.37,20.19,4.12,87.21,12.46
17/07/2021,72.87,70.01,66.02,,60.38,57.54,56.92,62.27,70.08,75.56,73.84,70.10,66.58,52.37,48.08,30.08,8.71,29.01,51.07,68.03,77.56,85.00,96.76,109.90,121.84,8.71,121.84,67.32,61.70,71.52,34.81,56.42,103.38,65.86,54.25,63.96,64.51,53.17,77.47,70.44,59.28,29.72,93.18,45.99
16/07/2021,79.14,74.91,72.96,,70.92,70.83,76.72,93.42,101.31,101.57,97.91,93.37,90.42,89.06,78.01,74.15,68.76,69.92,77.91,90.00,96.59,96.85,94.90,91.17,81.17,68.76,101.57,74.48,85.57,95.82,77.50,83.61,91.02,84.67,85.64,74.25,80.03,86.66,83.69,98.55,87.72,72.69,91.78,82.30
15/07/2021,77.95,72.20,70.52,,61.53,62.92,72.38,86.59,86.50,103.12,100.95,99.67,99.60,91.00,90.86,85.00,79.98,78.12,90.61,94.64,96.70,96.30,91.91,90.86,85.17,61.53,103.12,70.55,77.10,100.84,86.71,90.02,91.06,86.05,92.52,69.58,73.82,93.77,79.57,94.29,95.28,83.43,92.60,91.02
14/07/2021,78.00,75.20,72.86,,70.42,67.31,68.58,81.70,99.61,106.21,106.61,100.25,99.69,95.41,88.55,78.73,73.81,69.89,81.87,89.75,91.12,93.46,88.11,85.50,75.68,67.31,106.61,74.12,79.30,103.19,84.13,83.16,85.69,84.93,90.16,72.06,76.71,93.66,79.70,98.53,95.98,76.08,87.27,89.41
13/07/2021,88.61,83.40,81.02,,76.96,76.95,84.47,98.01,103.75,109.88,106.00,102.51,104.31,99.39,97.96,95.28,92.17,91.92,98.35,103.10,104.18,100.14,98.52,95.03,86.10,76.95,109.88,82.50,90.80,105.68,96.20,99.39,94.95,94.92,100.42,81.90,86.65,100.94,89.41,104.41,101.04,94.43,97.85,98.60
12/07/2021,83.40,76.04,74.00,,72.92,73.06,76.12,94.83,105.84,106.01,101.80,95.94,94.99,91.16,87.00,86.47,88.89,91.70,99.93,108.45,120.49,112.41,103.90,102.26,95.44,72.92,120.49,76.59,87.46,99.69,88.38,105.14,103.50,93.46,97.74,75.92,82.03,94.03,89.19,102.12,92.27,91.75,107.16,90.74
11/07/2021,87.40,79.09,75.14,,70.13,68.72,68.69,68.63,70.02,71.56,72.00,71.28,73.45,73.00,68.09,64.00,65.22,67.98,73.75,80.85,94.25,99.76,103.10,103.63,96.02,64.00,103.63,77.94,69.02,72.07,67.58,79.21,100.63,77.74,72.95,74.86,73.48,69.83,82.53,70.55,71.46,67.74,96.27,69.17
10/07/2021,84.73,80.86,75.75,,74.04,72.87,72.45,74.02,80.02,80.41,79.22,74.73,73.31,74.21,70.00,72.91,70.40,73.00,81.31,93.16,97.91,99.19,100.05,98.50,95.00,70.00,100.05,78.85,74.84,76.92,71.88,86.35,98.19,81.17,78.38,76.78,76.84,74.40,83.96,78.42,73.06,74.41,97.30,72.59
09/07/2021,87.97,78.07,76.84,,75.15,75.24,77.81,92.88,102.89,107.85,99.96,72.40,70.02,95.00,91.92,87.00,83.21,82.50,88.15,94.47,97.68,98.25,98.43,96.69,91.98,70.02,107.85,79.51,87.21,87.56,89.28,90.70,96.34,88.43,89.18,78.51,83.36,88.42,87.68,100.90,82.34,85.22,96.25,83.26
08/07/2021,89.34,83.08,80.38,,79.30,79.05,82.30,102.88,108.30,110.84,112.19,106.07,97.58,94.65,92.52,81.06,76.14,79.22,97.00,79.24,112.92,133.48,120.82,109.86,96.70,76.14,133.48,83.03,93.13,106.67,86.09,92.10,115.22,96.04,94.95,82.24,88.08,96.38,97.12,108.55,97.71,83.36,108.84,91.34
07/07/2021,82.34,75.06,75.07,,75.10,75.07,79.73,96.46,104.78,108.31,104.93,98.24,90.85,82.90,82.90,81.22,82.80,94.06,100.29,110.84,133.48,129.20,118.39,113.49,103.65,75.06,133.48,76.89,89.01,100.58,82.46,109.67,116.18,95.80,97.57,77.06,82.95,91.52,94.03,103.62,88.72,89.59,118.18,86.49
06/07/2021,86.80,78.09,73.14,,76.60,70.82,68.70,78.50,96.00,97.06,87.29,76.80,63.03,53.78,54.37,37.75,44.00,55.81,73.35,91.46,99.94,103.47,103.97,101.91,91.28,37.75,103.97,78.66,78.51,81.05,47.48,80.14,100.16,77.66,69.55,75.69,78.58,64.26,85.77,89.71,62.00,52.73,98.67,54.96
05/07/2021,81.55,75.22,74.01,,72.01,71.54,74.09,91.57,101.93,105.69,103.55,101.00,100.09,97.91,94.23,88.93,83.93,87.80,99.35,105.21,114.99,118.00,110.74,103.96,94.58,71.54,118.00,75.70,84.78,102.58,91.25,101.84,106.82,93.83,98.56,74.74,80.24,96.92,89.10,100.69,98.31,90.00,107.91,94.35
04/07/2021,94.18,86.74,80.05,,75.61,75.03,73.99,74.50,75.42,78.68,77.08,75.24,78.03,78.02,74.00,69.26,69.93,77.03,83.75,96.50,101.26,100.00,102.09,104.92,95.73,69.26,104.92,84.15,74.74,77.26,72.80,89.64,100.69,83.21,79.90,80.93,79.44,75.03,86.52,76.42,76.32,74.99,100.08,74.08
03/07/2021,92.64,84.39,80.90,,77.57,74.05,74.06,78.97,81.45,83.03,79.34,74.06,70.00,72.70,66.40,66.60,73.00,75.20,85.45,95.44,106.96,107.43,106.97,106.95,100.00,66.40,107.43,83.88,77.13,76.61,69.68,90.76,105.34,83.90,79.02,80.60,80.50,73.14,88.78,80.70,70.79,75.06,103.96,70.46
02/07/2021,90.77,85.36,82.18,,82.35,83.22,86.68,102.00,111.34,120.51,107.24,102.54,100.00,99.61,84.62,77.64,81.60,82.57,94.23,99.98,110.00,109.49,105.55,105.02,99.98,77.64,120.51,85.17,95.81,107.57,85.87,96.70,105.01,96.02,96.71,85.09,90.49,96.72,95.33,110.27,96.69,84.01,105.00,91.00
01/07/2021,81.57,75.90,73.73,,72.01,71.24,73.96,84.91,95.95,98.44,96.40,94.96,95.92,92.33,90.19,85.67,85.00,79.00,94.64,98.67,103.77,100.34,99.51,98.17,91.99,71.24,103.77,75.80,81.52,96.43,88.30,94.02,97.50,88.93,92.92,74.74,78.66,92.36,84.94,93.93,93.35,86.08,98.74,90.68
30/06/2021,80.82,79.02,75.63,,74.13,74.03,78.03,93.90,101.41,106.62,105.23,106.54,101.74,98.98,96.08,92.43,87.29,87.36,94.00,99.42,99.97,98.97,97.02,96.01,84.36,74.03,106.62,77.40,86.84,105.03,93.70,95.19,94.09,92.04,97.97,76.94,82.12,99.36,86.11,101.79,100.84,90.27,95.96,97.18
29/06/2021,81.03,76.33,74.98,,73.45,74.52,78.46,93.79,102.94,110.02,104.04,99.14,97.62,95.25,92.98,90.02,88.39,89.00,96.53,99.08,102.38,98.62,96.25,94.97,84.59,73.45,110.02,76.45,87.43,102.71,91.66,96.75,93.61,91.43,97.04,76.46,81.94,97.18,85.83,102.70,96.25,90.99,95.98,93.90
28/06/2021,81.20,73.38,70.20,,68.92,69.15,74.00,93.41,102.57,98.49,94.24,89.70,86.95,86.74,78.47,76.40,81.20,84.96,90.45,99.62,123.96,117.96,98.98,97.49,89.59,68.92,123.96,73.43,84.78,92.35,80.70,99.75,101.01,88.67,90.93,72.81,79.10,86.52,86.40,97.18,85.47,83.25,104.60,83.24
27/06/2021,76.89,71.00,68.05,,68.18,68.16,65.92,66.07,60.80,62.29,59.61,52.89,52.96,49.58,31.51,21.73,27.18,40.65,59.00,73.49,90.60,92.60,92.84,92.91,86.96,21.73,92.91,71.03,65.24,56.94,32.50,65.94,91.33,63.83,51.79,69.70,68.13,44.72,75.87,62.19,46.74,37.14,88.23,39.31
26/06/2021,88.94,84.33,85.00,,81.19,88.23,76.69,79.94,81.18,82.80,81.52,75.24,73.37,71.17,68.97,65.74,64.87,66.10,71.20,82.32,94.24,95.95,95.29,91.03,84.78,64.87,95.95,84.87,81.51,78.23,67.69,78.47,91.76,80.42,74.80,84.06,83.19,72.96,86.05,81.36,72.19,66.98,90.60,69.89
25/06/2021,84.63,79.62,76.99,,75.44,75.77,78.30,88.46,98.12,103.72,95.02,92.84,89.06,86.45,80.07,79.26,78.96,79.83,92.20,105.00,104.14,107.01,100.00,98.22,89.71,75.44,107.01,79.17,85.16,95.16,81.19,95.29,98.74,89.12,90.55,78.46,82.17,88.17,87.69,96.33,87.11,82.56,100.68,84.44
24/06/2021,80.89,79.29,76.19,,73.08,74.57,78.00,89.83,103.52,119.81,115.97,99.99,95.00,90.16,84.44,80.03,75.16,83.85,95.04,105.56,123.62,119.34,105.20,94.32,88.91,73.08,123.62,77.36,86.48,107.69,82.45,102.02,101.94,92.99,97.39,77.00,81.92,95.07,88.60,107.28,92.40,83.52,106.16,87.46
23/06/2021,72.59,72.53,70.29,,68.53,69.91,74.55,86.28,107.89,116.13,102.50,93.35,92.08,91.13,87.55,84.82,78.70,83.61,90.96,104.43,134.17,128.56,110.10,93.35,86.34,68.53,134.17,70.99,84.66,101.02,85.55,103.29,104.59,91.68,96.62,71.40,77.82,93.28,86.74,103.20,91.03,84.52,109.49,87.94
22/06/2021,74.03,68.38,66.80,,65.68,64.70,67.67,83.08,93.76,96.00,93.65,90.97,90.10,88.48,83.90,80.07,81.73,82.41,89.95,96.70,99.66,98.99,96.26,90.68,82.94,64.70,99.66,68.72,77.30,92.68,83.55,92.18,92.22,84.44,89.47,67.88,73.01,88.11,79.41,91.62,88.36,83.54,94.21,85.88
21/06/2021,65.99,62.96,61.03,,58.90,58.62,62.50,76.10,88.94,92.00,90.00,86.28,82.00,78.48,69.93,67.34,72.05,75.13,82.94,88.97,93.79,94.07,91.27,86.09,77.80,58.62,94.07,62.22,71.54,87.57,71.95,85.21,87.31,77.63,81.58,61.67,66.88,79.76,73.69,86.76,79.17,74.37,88.67,76.01
20/06/2021,76.01,66.80,63.04,,60.03,54.93,60.00,65.90,65.60,55.00,55.00,50.20,45.63,39.85,27.20,23.72,26.99,48.10,60.48,70.05,87.94,88.58,87.20,88.13,81.00,23.72,88.58,66.47,61.61,51.46,29.44,66.64,86.23,60.31,49.18,63.47,64.04,40.45,71.44,60.38,40.72,39.82,83.82,35.60
19/06/2021,80.17,74.23,71.35,,70.07,67.30,64.91,66.04,73.50,74.37,69.44,71.85,69.72,73.14,69.28,66.51,62.53,67.72,73.00,81.00,89.00,92.75,89.98,83.98,78.05,62.53,92.75,73.96,67.94,71.35,67.87,77.68,86.19,74.16,72.30,71.34,70.95,69.61,76.03,70.84,71.00,67.44,85.79,68.84
18/06/2021,78.09,69.97,67.07,,65.19,66.09,70.10,85.57,97.05,100.02,95.00,84.10,81.00,74.59,65.58,67.15,67.70,66.00,83.85,91.10,97.00,96.91,92.37,85.86,83.58,65.19,100.02,70.08,79.70,90.03,68.76,84.49,89.68,80.46,81.09,69.42,74.89,79.39,79.82,94.41,76.32,71.18,91.14,73.35
17/06/2021,66.28,66.00,64.13,,62.80,62.80,65.08,71.72,94.08,99.00,87.56,78.17,67.80,61.88,59.90,62.22,62.80,69.90,84.77,92.95,112.23,103.46,98.91,91.03,82.17,59.90,112.23,64.80,73.42,83.13,61.70,89.96,93.89,77.82,78.27,64.52,69.11,72.42,77.37,88.09,66.94,69.92,96.79,65.46
16/06/2021,77.59,70.77,70.95,,66.90,68.57,70.98,85.58,99.29,100.00,91.95,83.99,75.67,70.00,71.85,79.99,80.97,85.50,92.64,102.53,118.05,111.53,100.84,117.72,109.07,66.90,118.05,71.55,81.11,87.90,75.70,99.68,109.79,87.62,87.76,70.96,76.33,81.80,87.48,94.21,75.38,84.78,109.96,77.08
15/06/2021,78.22,71.52,69.10,,68.03,68.18,71.09,87.07,93.55,96.81,90.00,83.99,81.40,74.99,72.01,71.20,73.00,79.01,85.60,94.60,100.00,100.00,97.36,91.77,83.14,68.03,100.00,71.72,79.97,88.05,72.80,89.80,93.07,82.57,83.55,71.02,75.85,80.43,81.59,91.86,78.10,77.20,94.48,76.10
14/06/2021,68.56,64.78,63.38,,72.27,67.27,64.00,83.97,97.13,93.00,83.70,68.79,61.99,51.91,50.80,50.22,59.71,68.47,82.08,88.85,95.00,103.44,95.00,90.00,84.18,50.22,103.44,67.25,78.09,76.87,53.16,83.60,93.16,75.35,71.21,66.71,72.67,65.02,79.50,89.45,58.37,65.12,92.75,57.24
13/06/2021,91.96,80.00,85.10,,107.00,104.30,99.90,93.10,54.90,13.00,8.91,0.01,0.01,-0.01,-23.40,-36.72,-21.01,-1.97,19.66,72.81,85.00,84.44,97.96,84.27,75.01,-36.72,107.00,91.02,88.05,5.48,-20.29,43.88,85.42,48.93,9.69,94.71,89.53,-7.40,88.16,42.48,-5.85,-10.01,83.25,-13.52
12/06/2021,78.56,70.58,65.98,,70.00,83.90,76.20,71.50,64.92,79.90,66.01,52.40,37.56,26.87,7.01,4.90,1.85,-1.56,20.41,59.14,75.00,77.07,109.90,120.00,124.90,-1.56,124.90,71.28,74.13,58.97,10.16,38.25,107.97,60.13,35.79,74.20,72.71,34.56,84.46,70.58,30.96,6.40,94.34,21.77
11/06/2021,81.75,74.87,68.10,,66.58,66.33,70.15,87.67,98.05,92.26,85.05,76.92,74.00,75.43,67.98,65.49,64.87,67.45,76.96,82.98,88.07,89.92,88.07,85.46,79.88,64.87,98.05,72.83,80.55,82.06,68.44,78.87,85.83,78.10,76.46,71.30,76.69,75.25,79.74,90.76,73.58,68.69,85.73,70.78
10/06/2021,78.58,72.70,68.33,,65.60,66.09,69.32,80.91,89.27,92.50,84.59,74.44,79.36,82.18,66.05,65.20,66.25,71.50,81.70,85.98,96.41,95.18,90.03,87.25,80.97,65.20,96.41,71.30,76.40,82.72,69.92,83.90,88.36,78.77,78.85,70.10,73.85,76.32,78.69,86.82,75.51,71.16,89.30,72.25
09/06/2021,68.48,66.04,64.59,,64.00,64.90,67.00,80.05,86.44,88.11,82.31,76.81,71.97,68.22,70.00,68.63,71.76,72.42,78.32,82.99,96.08,98.51,90.06,85.00,77.98,64.00,98.51,65.78,74.60,79.80,69.65,82.45,87.89,76.69,77.30,65.84,70.19,74.73,76.09,84.23,71.75,72.78,88.44,71.23
08/06/2021,71.35,64.21,63.48,,61.97,62.36,66.42,80.07,90.03,93.85,85.32,80.02,77.44,72.60,65.78,65.06,68.03,74.47,79.33,83.79,91.77,99.32,87.24,83.96,77.66,61.97,99.32,65.25,74.72,84.16,67.87,82.34,87.05,76.90,78.12,64.97,69.99,76.01,75.67,87.32,73.96,71.72,87.29,71.49
07/06/2021,66.00,60.80,60.80,,59.97,60.30,63.22,80.19,85.94,90.00,86.00,82.55,81.00,79.95,77.73,76.15,76.97,77.25,79.55,83.18,88.00,89.95,87.24,84.95,79.00,59.97,90.00,61.89,72.41,84.89,77.70,82.00,85.29,77.36,81.53,61.85,67.15,81.29,73.20,85.53,80.31,77.48,85.39,79.06
06/06/2021,104.90,63.80,74.90,,57.22,56.16,56.10,53.54,52.70,57.12,57.89,57.76,58.44,58.16,55.41,48.00,47.61,51.01,57.69,60.02,69.51,76.38,77.08,80.10,72.29,47.61,104.90,75.21,54.63,57.80,52.30,59.56,76.46,62.66,56.55,68.85,64.92,55.05,68.76,55.31,57.44,51.08,72.56,54.23
05/06/2021,74.87,77.17,59.01,,57.32,56.03,56.04,56.07,59.07,66.02,69.90,74.90,58.21,58.83,55.49,52.40,53.80,55.25,60.48,70.60,75.62,76.01,75.60,89.90,102.87,52.40,102.87,67.09,56.80,67.26,55.13,65.49,86.10,66.31,62.63,63.41,61.95,61.19,70.00,62.77,61.86,55.48,81.77,58.94
04/06/2021,66.41,62.92,60.04,,60.10,59.00,61.32,75.98,82.99,85.90,81.45,75.58,74.88,69.95,63.01,62.91,63.93,67.00,75.90,79.91,81.95,81.69,80.00,78.21,72.09,59.00,85.90,62.37,69.82,79.45,64.95,76.19,78.00,71.80,73.53,61.63,66.10,72.20,70.06,81.58,70.86,67.44,78.98,68.38
03/06/2021,61.80,66.92,69.90,,67.22,61.80,54.08,54.10,69.90,91.53,58.66,70.10,83.34,77.00,67.46,59.90,59.57,65.74,69.30,75.00,81.99,82.03,80.14,79.32,73.40,54.08,91.53,66.46,59.97,75.91,65.98,73.01,78.72,70.01,71.63,63.62,63.22,70.95,68.38,68.55,74.48,63.63,78.65,69.56
02/06/2021,65.00,61.37,59.18,,60.00,58.53,63.71,76.72,81.60,81.12,72.34,62.44,57.30,55.72,54.02,53.83,53.90,56.87,67.45,78.48,83.34,82.91,78.17,73.93,77.95,53.83,83.34,61.39,70.14,68.30,54.37,71.54,78.24,67.33,64.73,61.30,65.76,61.33,69.92,77.95,57.37,58.01,79.13,56.20
01/06/2021,61.98,58.94,56.50,,56.23,56.95,62.00,78.88,85.79,87.10,78.20,64.95,61.10,58.13,56.12,55.40,56.91,58.13,70.58,79.36,86.70,85.14,80.50,75.31,67.08,55.40,87.10,58.41,70.91,72.84,56.64,73.69,77.01,68.25,67.72,58.77,64.66,64.74,68.78,82.49,60.08,60.26,79.02,58.77
31/05/2021,59.60,57.30,56.22,,55.02,61.62,59.89,76.72,85.98,86.73,77.90,63.38,60.69,59.10,55.26,54.05,54.69,53.94,62.30,76.00,85.14,86.00,82.00,79.90,72.67,53.94,86.73,57.04,71.05,72.18,55.78,69.35,80.14,67.59,65.77,58.28,64.04,63.98,69.41,81.83,59.61,56.25,80.29,57.86
30/05/2021,59.90,55.07,50.66,,48.90,48.97,47.61,46.31,44.41,39.40,31.96,17.59,8.00,6.08,-3.05,-16.86,-9.90,-0.93,17.91,50.26,67.70,78.08,79.29,75.43,66.07,-16.86,79.29,53.63,46.83,24.24,-5.93,33.74,74.72,37.87,17.35,51.85,50.23,9.15,58.39,40.52,7.16,-2.45,69.47,0.31
29/05/2021,70.89,68.37,67.07,,64.77,64.09,62.42,63.77,64.91,65.00,63.94,58.47,52.20,47.96,31.03,15.01,15.83,28.27,45.95,58.05,67.90,71.85,72.02,80.00,69.99,15.01,80.00,67.78,63.80,59.90,27.46,50.04,73.47,57.07,45.80,66.27,65.79,43.68,68.35,64.41,47.42,26.27,69.97,36.75
